Wall time,Step,Value
1556558951.9222534,0,2.129901647567749
1556558963.9300253,20,0.6272844672203064
1556558972.3710263,40,0.7665780782699585
1556558979.7025468,60,0.7570894956588745
1556558987.4105854,80,0.6599146723747253
1556558995.0771265,100,0.5456781983375549
1556559002.4039936,120,0.48586761951446533
1556559009.7210398,140,0.6967802047729492
1556559017.0573332,160,0.5675692558288574
1556559024.4081817,180,0.5764509439468384
1556559032.0918925,200,0.688892126083374
1556559039.4524736,220,0.5759453177452087
1556559046.8133152,240,0.6190559267997742
1556559054.5545697,260,0.5983911156654358
1556559061.951645,280,0.4522269368171692
1556559069.3365555,300,0.5888651609420776
1556559076.699689,320,0.6916509866714478
1556559084.053189,340,0.4497401714324951
1556559091.4171274,360,0.39357638359069824
1556559099.1686513,380,0.554627537727356
1556559106.9071693,400,0.6081515550613403
1556559114.2675006,420,0.4946901798248291
1556559121.9818928,440,0.39588770270347595
1556559129.3403637,460,0.4031617045402527
1556559136.7234097,480,0.48969048261642456
1556559144.4613857,500,0.5557543039321899
1556559152.161469,520,0.43949055671691895
1556559159.5229,540,0.5662975311279297
1556559166.884442,560,0.5015814900398254
1556559174.2751462,580,0.37765464186668396
1556559181.6585054,600,0.39634066820144653
1556559189.396214,620,0.4624311327934265
1556559196.7825737,640,0.5849892497062683
1556559204.145936,660,0.34568774700164795
1556559211.5286553,680,0.4907398819923401
1556559219.5790975,700,0.32235854864120483
1556559227.2899916,720,0.43065086007118225
1556559234.6480591,740,0.38825035095214844
1556559242.3570714,760,0.40136268734931946
1556559250.0741804,780,0.4452486038208008
1556559257.4250503,800,0.37770262360572815
1556559264.7786462,820,0.5846161246299744
1556559272.153187,840,0.4799078106880188
1556559279.5361152,860,0.5189308524131775
1556559286.8965716,880,0.40584468841552734
1556559294.2542946,900,0.36444878578186035
1556559301.6414948,920,0.35818034410476685
1556559309.3624852,940,0.4988268315792084
1556559316.752482,960,0.5015642046928406
1556559324.1067758,980,0.3321942090988159
1556559331.4893334,1000,0.4457252025604248
1556559338.8780525,1020,0.40966159105300903
1556559346.2306108,1040,0.373473584651947
1556559353.6177378,1060,0.4362940788269043
1556559360.9759998,1080,0.4041960537433624
1556559368.3596418,1100,0.4527166187763214
1556559375.747089,1120,0.4074718654155731
1556559383.1065571,1140,0.3852067291736603
1556559390.4713283,1160,0.39942115545272827
1556559397.8331969,1180,0.4569278657436371
1556559405.1917987,1200,0.4411872625350952
1556559412.5780985,1220,0.345061331987381
1556559419.9638991,1240,0.5140988826751709
1556559427.3294692,1260,0.3367727994918823
1556559434.6862397,1280,0.4848345220088959
1556559442.0526726,1300,0.5408194065093994
1556559449.4141831,1320,0.3975050151348114
1556559456.7704577,1340,0.3499171733856201
1556559464.1550899,1360,0.346844881772995
1556559471.5098696,1380,0.4893799424171448
1556559478.869714,1400,0.4549104571342468
1556559486.256491,1420,0.3620668351650238
1556559493.637178,1440,0.3054841160774231
1556559500.9962268,1460,0.4466455578804016
1556559508.384172,1480,0.3601742386817932
1556559515.7458088,1500,0.3561778962612152
1556559523.1058383,1520,0.471677303314209
1556559530.4969373,1540,0.3114851713180542
1556559538.224261,1560,0.4005381762981415
1556559545.5809271,1580,0.37315860390663147
1556559552.939826,1600,0.38537895679473877
1556559560.3253248,1620,0.3052690327167511
1556559567.71577,1640,0.40212786197662354
1556559575.102386,1660,0.39934420585632324
1556559582.4728382,1680,0.309741735458374
1556559589.859471,1700,0.3500569462776184
1556559597.242356,1720,0.3131055533885956
1556559605.0353625,1740,0.34862321615219116
1556559612.41712,1760,0.3955353796482086
1556559619.8076046,1780,0.31316378712654114
1556559627.161871,1800,0.3618139922618866
1556559634.5164294,1820,0.313493013381958
1556559641.8763564,1840,0.27964726090431213
1556559649.2355125,1860,0.37224477529525757
1556559656.5936062,1880,0.3600294589996338
1556559663.956454,1900,0.3117685317993164
1556559671.3165205,1920,0.35976481437683105
1556559678.6773837,1940,0.3501957654953003
1556559686.0375767,1960,0.2759881615638733
1556559693.4171708,1980,0.3794129192829132
1556559700.7988665,2000,0.2849271893501282
1556559708.185423,2020,0.3151611089706421
1556559715.5443802,2040,0.32691290974617004
1556559722.9363456,2060,0.30805450677871704
