Wall time,Step,Value
1556516553.6976583,0,2.573293685913086
1556516565.5553718,20,0.6939422488212585
1556516573.4474049,40,0.6937060356140137
1556516581.4421268,60,0.7368024587631226
1556516588.6635003,80,0.6103901863098145
1556516596.6150107,100,0.7412514686584473
1556516603.8883722,120,0.556018590927124
1556516611.8538163,140,0.48122310638427734
1556516619.1028185,160,0.6109234690666199
1556516626.3756387,180,0.7827373743057251
1556516633.6793568,200,0.5504588484764099
1556516641.3409743,220,0.5146608352661133
1556516648.9833632,240,0.5475696325302124
1556516656.979396,260,0.5032846331596375
1556516664.2932527,280,0.5695264339447021
1556516671.6146274,300,0.9950091242790222
1556516678.9140642,320,0.6033583283424377
1556516686.2446897,340,0.5139256715774536
1556516693.531842,360,0.5102927684783936
1556516701.5596356,380,0.5589927434921265
1556516708.8551874,400,0.4144146144390106
1556516716.1774142,420,0.6338192820549011
1556516723.5000248,440,0.41824421286582947
1556516731.184414,460,0.48954492807388306
1556516738.5197332,480,0.45071184635162354
1556516745.866492,500,0.45015352964401245
1556516753.222695,520,0.4242548942565918
1556516760.5570812,540,0.5178966522216797
1556516767.9129705,560,0.4552485942840576
1556516775.2750583,580,0.5572027564048767
1556516782.607009,600,0.5051359534263611
1556516789.9350185,620,0.4242573380470276
1556516797.2945945,640,0.5204335451126099
1556516804.6321943,660,0.5360514521598816
1556516811.991474,680,0.4865208864212036
1556516819.322023,700,0.45549455285072327
1556516827.3734193,720,0.48267805576324463
1556516835.059075,740,0.5090729594230652
1556516842.7419682,760,0.48218226432800293
1556516850.794988,780,0.3895420730113983
1556516858.1538897,800,0.40558549761772156
1556516865.4857845,820,0.48167121410369873
1556516872.8137863,840,0.4709011912345886
1556516880.1719306,860,0.4673440456390381
1556516887.5018945,880,0.4089755713939667
1556516895.209271,900,0.3648105263710022
1556516902.5401886,920,0.4092403054237366
1556516909.8992834,940,0.4137459099292755
1556516917.2572827,960,0.37458834052085876
1556516924.619004,980,0.375447154045105
1556516932.3622806,1000,0.43222156167030334
1556516939.7000442,1020,0.47936344146728516
1556516947.0640876,1040,0.40240204334259033
1556516954.4302244,1060,0.3662111163139343
1556516961.7833545,1080,0.36907142400741577
1556516969.1075995,1100,0.44672489166259766
1556516976.4358068,1120,0.41689324378967285
1556516983.7649307,1140,0.39364364743232727
1556516991.096928,1160,0.3287866711616516
1556516998.4311907,1180,0.44971776008605957
1556517005.7950234,1200,0.36586350202560425
1556517013.1265523,1220,0.4935314655303955
1556517020.4907398,1240,0.47280651330947876
1556517028.19809,1260,0.3862224817276001
1556517035.5340517,1280,0.478739857673645
1556517042.868053,1300,0.3452950716018677
1556517050.1940176,1320,0.3322715759277344
